,permit_number,permit_subtype,date_entered,date_issued,business_name,zip,latitude,longitude,permit_duration
823,17-25307,ONSALES,2017-11-15,2017-12-20,THE LOCAL,37203,36.145779,-86.812905,1319 days
824,18-25692,ONOFFSALES,2018-09-17,2018-10-24,THE FILLING STATION EAST,37206,36.176047,-86.757006,1011 days
825,07-18765,ONSALES,2007-10-26,2007-11-29,Longhorn Steakhouse of Brentwo,37027,36.041365,-86.778081,4993 days
826,12-19548,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Delta Island E,37214,36.211694,-86.697639,3215 days
827,07-18689,ONSALES,2007-05-23,2007-07-05,American Airlines Admiral's Cl,37214,36.131602,-86.668735,5140 days
828,04-18138,ONSALES,2003-11-26,2004-04-14,Dalton's Grill,37221,36.074735,-86.920033,6317 days
829,15-20121,ONSALES,2015-05-28,2015-06-11,Larry's,37207,36.196282,-86.776739,2242 days
830,09-19003,ONSALES,2009-05-21,2009-06-11,12 South Taproom & Grill,37204,36.126496,-86.78923,4433 days
831,13-19792,ONSALES,2013-08-14,2013-09-12,Benchmark,37201,36.162508,-86.775586,2879 days
832,06-18521,ONSALES,2006-07-10,2006-07-27,Ruth's Chris Steak House,37203,36.150104,-86.801927,5483 days
833,13-19814,ONSALES,2013-10-03,2013-10-25,Hyatt Place Nashville,37201,36.15857,-86.774023,2836 days
834,18-25352,ONSALES,2018-01-29,2018-09-13,KAWAI POKE CO,37206,36.175138,-86.75611,1052 days
835,18-25626,ONSALES,2018-08-02,2018-08-29,FRIST ART MUSEUM,37203,36.158077,-86.784041,1067 days
836,07-18764,ONSALES,2007-10-26,2007-11-29,Longhorn Steakhouse of Murfree,37217,36.122318,-86.705591,4993 days
837,07-00827,ONOFFSALES,2007-11-09,2007-11-29,King Market Inc.,37013,36.070575,-86.684574,4993 days
838,19-25987,ONSALES,2019-04-22,2019-05-21,NEVER NEVER,37203,36.142488,-86.765406,802 days
839,19-25874,ONSALES,2019-02-11,2019-03-21,GREEN FLEET BICYCLES,37208,36.172557,-86.794278,863 days
840,15-20137,ONSALES,2015-06-18,2015-07-14,Nomzilla,37206,36.18848,-86.746299,2209 days
841,16-03914,ONSALES,2016-11-23,2016-12-19,Actual Food Nashville,37216,36.217025,-86.728781,1685 days
842,16-20326,ONSALES,2016-08-08,2016-08-25,Hollywood Stadium 27 & RPX,37204,36.111899,-86.763171,1801 days
843,09-19033,ONSALES,2009-06-16,2009-08-28,Blue Coast Burrito,37211,36.025525,-86.712036,4355 days
844,12-19542,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Conservatory Cafe,37214,36.211694,-86.697639,3215 days
845,12-19600,ONSALES,2012-09-24,2012-10-11,Gaylord Springs Golf Course,37214,36.220003,-86.680506,3215 days
846,09-19022,ONSALES,2009-07-02,2009-07-23,Honduras Restaurant,37217,36.127669,-86.712442,4391 days
847,18-25719,ONSALES,2018-10-05,2018-10-25,STOCK & BARREL,37203,36.151948,-86.780684,1010 days
848,16-20306,ONSALES,2016-06-03,2016-07-21,Double Dogs,37209,36.152446,-86.835286,1836 days
849,04-18269,ONSALES,2004-10-11,2004-12-06,Coyote Ugly Saloon,37201,36.163518,-86.776222,6081 days
850,18-25821,ONSALES,2018-12-31,2019-04-16,ANTIGUA COCINA GUATEMALTECA,37013,36.044965,-86.665063,837 days
851,14-19998,ONSALES,2014-09-29,2014-11-06,Helen's Hot Chicken,37208,36.169366,-86.807265,2459 days
852,19-25970,SPECIAL,2019-04-10,2019-05-10,NASHVILLE SCENE MARGARITA FESTIVAL,37201,36.160067,-86.776551,813 days
853,02-17890,ONSALES,2002-02-27,2002-03-14,Vinh-Long Vietnamese/Japanese,37217,36.127753,-86.712552,7079 days
854,19-25909,ONSALES,2019-03-04,2019-04-25,MARTIN'S BBQ,37203,36.14854,-86.807193,828 days
855,18-25573,ONSALES,2018-06-28,2019-05-09,LIBERTY COMMON,37201,36.159836,-86.77285,814 days
856,08-18844,ONSALES,2008-03-26,2008-05-13,Robert's Western World,37203,36.160728,-86.777905,4827 days
857,15-20092,ONSALES,2015-04-01,2015-04-23,Burger Up,37204,36.121421,-86.790371,2291 days
858,14-19968,ONSALES,2014-08-07,2014-09-10,MTV Cafe,37217,36.128701,-86.713768,2516 days
859,18-25350,ONSALES,2018-01-26,2018-03-08,TAZIKI'S MEDITERRANEAN CAFE,37203,36.153745,-86.784092,1241 days
860,19-25968,ONSALES,2019-04-09,2019-04-25,DISTRICT COFFEE,37204,36.108518,-86.755572,828 days
861,18-25549,ONOFFSALES,2018-06-08,2018-10-25,HARDING HOUSE BREWING COMPANY,37209,36.158192,-86.84889,1010 days
862,14-00965,ONOFFSALES,2013-04-24,2014-08-18,Honky Tonk Brewing Co.,37228,36.195054,-86.787597,2539 days
863,20-26924,ONSALES,2020-09-20,2021-06-08,RADISH KITCHEN,37209,36.152404,-86.836047,53 days
864,18-25465,ONSALES,2018-04-11,2018-05-25,FOUR CORNERS MARINA,37013,36.052786,-86.574691,1163 days
865,08-18812,ONSALES,2008-02-04,2008-02-28,Nashville Crossroads,37203,36.160729,-86.777902,4902 days
866,07-18706,ONSALES,2007-07-10,2007-07-31,Schermerhorn Symphony Center,37201,36.160351,-86.775582,5114 days
867,12-19452,ONSALES,2012-04-24,2012-05-11,Burger Republic,37211,36.025525,-86.712036,3368 days
868,17-20461,ONSALES,2017-02-17,2017-03-23,Voodoo Gumbo,37221,36.07415,-86.922363,1591 days
869,18-25809,ONSALES,2018-12-18,2019-03-28,Hutton Hotel,37203,36.15261,-86.796793,856 days
870,18-25361,ONSALES,2018-02-05,2018-03-01,SLOW BURN HOT CHICKEN,37115,36.278638,-86.690659,1248 days
871,19-25945,SPECIAL,2019-03-18,2019-04-11,RECORDING ACADEMY NASHVILLE CHAPTER BLOCK PARTY,37219,36.164663,-86.782752,842 days
872,12-19429,ONSALES,2012-02-16,2012-03-08,Courtyard Nashville Vanderbilt,37203,36.152163,-86.797711,3432 days
873,07-18777,ONSALES,2007-12-05,2007-12-19,Los Arcos Seafood & Grille Inc,37211,36.088019,-86.73143,4973 days
874,15-20138,ONSALES,2015-06-24,2015-07-14,Miss Saigon Restaurant,37209,36.14909,-86.863005,2209 days
875,17-25144,ONSALES,2017-07-26,2017-08-10,COCO'S ITALIAN CAFE,37203,36.15178,-86.805167,1451 days
876,18-25461,ONSALES,2018-04-09,2018-09-21,LOS NIETOS TAQUERIA,37216,36.230324,-86.724976,1044 days
877,17-25069,ONSALES,2017-05-30,2017-07-10,THE RIDGE,37209,36.150737,-86.853489,1482 days
878,12-19602,ONSALES,2012-09-24,2012-10-11,"Gaylord Springs Clubhouse, 2nd",37214,36.220003,-86.680506,3215 days
879,12-19604,ONSALES,2012-09-26,2012-10-11,Gaylord Springs Golf Links- Fo,37214,36.220003,-86.680506,3215 days
880,02-17956,ONSALES,2002-09-16,2002-10-10,War Memorial Auditorium,37219,36.164663,-86.782752,6869 days
881,17-25074,ONSALES,2017-06-05,2017-09-14,Wingstop,37209,36.128285,-86.907092,1416 days
882,14-20023,ONSALES,2014-11-13,2014-12-10,Hyatt Place Nashville/Brentwoo,37027,36.039497,-86.780247,2425 days
883,15-20143,ONSALES,2015-06-29,2015-07-23,Sheraton Music City Hotel,37214,36.144908,-86.684726,2200 days
884,12-19424,ONSALES,2012-02-15,2012-03-08,Pomodoro East,37206,36.182453,-86.733577,3432 days
885,18-25753,ONSALES,2018-10-30,2019-02-14,THE CANDLE BAR,37206,36.17586,-86.757196,898 days
886,18-25408,ONSALES,2018-03-06,2018-03-29,EMMY SQUARED,37203,36.152286,-86.784687,1220 days
887,18-25792,ONSALES,2018-12-03,2019-01-24,ROCK N ROLL SUSHI NASHVILLE,37212,36.138236,-86.8007,919 days
888,14-19867,ONSALES,2013-04-05,2014-03-28,Two Boots Pizza,37203,36.14946,-86.798188,2682 days
889,17-25331,ONSALES,2017-12-27,2018-02-09,HOUSE OF CARDS,37201,36.160923,-86.775553,1268 days
890,05-18380,ONSALES,2005-08-25,2005-09-08,Trax,37210,36.139563,-86.760893,5805 days
891,18-25417,ONSALES,2018-03-12,2018-06-28,BATL,37206,36.192975,-86.744203,1129 days
892,95-16497,ONSALES,1995-05-30,1995-06-14,The Olive Garden Italian Restaurant #1225,37013,36.044943,-86.664747,9544 days
893,16-20303,ONSALES,2016-06-08,2016-07-14,Scoreboard Bar and Grill,37214,36.218055,-86.696042,1843 days
894,17-20484,ONSALES,2017-06-19,2017-06-19,SHONEY'S RESTAURANT #1242,37214,36.145589,-86.666658,1503 days
895,17-20422,ONSALES,2016-10-20,2017-02-28,Tansuo,37203,36.157575,-86.788123,1614 days
896,17-25274,ONSALES,2017-10-10,2018-01-11,HOPSMITH TAVERN,37203,36.150198,-86.796187,1297 days
897,09-18974,ONSALES,2009-03-11,2009-04-01,O'Rendezvous,37115,36.263173,-86.677693,4504 days
898,15-20221,ONSALES,2015-09-18,2015-12-10,Butcher & Bee,37206,36.17606,-86.756971,2060 days
899,98-17305,ONSALES,1998-03-11,1998-04-06,Whitworth Racquet Club,37205,36.131204,-86.822139,8517 days
900,17-25118,ONSALES,2017-07-11,2017-08-01,TEQUILA'S,37209,36.14071,-86.88272,1460 days
901,10-19078,ONSALES,2010-08-05,2010-08-26,J.O.B. Billiards Club,37115,36.274705,-86.709801,3992 days
902,19-25887,ONSALES,2019-02-19,2019-03-06,SAINT STEPHEN,37208,36.177945,-86.786601,878 days
903,12-19430,ONSALES,2012-02-03,2012-03-08,Alley Pub,37221,36.074878,-86.919624,3432 days
904,14-19925,ONSALES,2014-03-24,2014-06-24,7 Mares Restaurant,37013,36.069056,-86.681821,2594 days
905,10-19164,ONSALES,2009-11-16,2010-03-25,Bucanas 2009,37211,36.087837,-86.731234,4146 days
906,18-25335,ONSALES,2018-01-04,2018-03-01,KIRIN SUSHI,37013,36.049711,-86.650568,1248 days
907,16-20345,ONSALES,2016-09-14,2016-09-29,Princes Hot Chicken Shack Sout,37211,36.043652,-86.713058,1766 days
908,18-25789,ONSALES,2018-11-30,2019-02-15,HILTON GARDEN INN NASHVILLE DOWNTOWN/CONVENTION CENTER,37201,36.157059,-86.77471,897 days
909,15-20162,ONSALES,2015-06-02,2015-08-27,South Side Grill,37211,36.015647,-86.704897,2165 days
910,15-20077,ONSALES,2015-03-12,2015-04-09,Centerplate,37219,36.173442,-86.785271,2305 days
911,05-18419,ONSALES,2005-10-26,2005-12-08,Dave & Buster's Grand Sports C,37214,36.206443,-86.694269,5714 days
912,12-19569,ONSALES,2012-09-20,2012-10-11,Gaylord Magnolia Boardroom B,37214,36.211694,-86.697639,3215 days
913,12-19497,ONSALES,2012-07-02,2012-07-26,PF Chang's China Bistro,37203,36.146641,-86.809074,3292 days
914,12-19565,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Lincoln A,37214,36.211694,-86.697639,3215 days
915,17-25009,ONSALES,2017-05-15,2017-05-25,HEMINGWAY'S BAR & HIDEAWAY,37203,36.142833,-86.766481,1528 days
916,12-19570,ONSALES,2012-09-20,2012-10-11,Gaylord Magnolia Mezzanine,37214,36.211694,-86.697639,3215 days
917,18-25333,ONSALES,2018-01-03,2018-10-09,NADA,37203,36.148269,-86.79922,1026 days
918,07-18719,ONSALES,2007-07-24,2007-08-09,Sapporo Japanese Restaurant,37115,36.292658,-86.702665,5105 days
919,11-19371,ONSALES,2011-07-27,2011-10-13,Cori's Dog House,37203,36.14515,-86.813635,3579 days
920,18-25491,ONSALES,2018-04-26,2018-12-07,MINERVA AVENUE,37208,36.180417,-86.803411,967 days
921,12-19455,ONSALES,2012-04-10,2012-05-21,O'Charley's Restaurant,37221,36.080971,-86.953941,3358 days
922,19-25976,ONSALES,2019-04-14,2019-05-09,REDNECK RIVIERA NASHVILLE,37201,36.161659,-86.775751,814 days
923,14-19967,ONSALES,2014-04-30,2014-09-05,Calypso Cafe,37209,36.152829,-86.824242,2521 days
924,02-17949,ONSALES,2002-08-26,2002-09-19,Ted's Montana Grill,37203,36.144617,-86.813086,6890 days
925,18-25624,ONSALES,2018-08-01,2018-12-19,GEORGE JONES,37201,36.162811,-86.77578,955 days
926,18-25473,ONOFFSALES,2018-04-13,2018-05-24,THE PICNIC TAP LLC,37208,36.170329,-86.789522,1164 days
927,12-19536,ONSALES,2012-09-24,2012-10-11,Gaylord Cascades Lobby and Coc,37214,36.211694,-86.697639,3215 days
928,12-19562,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Jackson A-B,37214,36.211694,-86.697639,3215 days
929,09-18957,ONSALES,2009-01-08,2009-02-12,Logan's Roadhouse,37209,36.134192,-86.88953,4552 days
930,11-79313,ONSALES,2011-05-11,2011-05-26,Santa's Pub,37204,36.127524,-86.766866,3719 days
931,09-18978,ONSALES,2009-02-06,2009-04-09,Moe's Southwest Grill,37205,36.126088,-86.846011,4496 days
932,14-19929,ONSALES,2014-05-29,2014-06-26,Whiskey Bent Saloon,37201,36.161409,-86.776339,2592 days
933,18-25504,SPECIAL,2018-05-08,2018-06-26,PARTY FOR A PURPOSE,37206,36.17417,-86.751083,1131 days
934,18-25663,ONSALES,2018-08-23,2019-02-14,BOOMBOZZ CRAFT PIZZA & TAPHOUSE,37206,36.175815,-86.751392,898 days
935,17-25046,ONSALES,2017-05-22,2017-07-06,CAFE ROZE,37206,36.188586,-86.729237,1486 days
936,10-19177,ONSALES,2010-04-06,2010-04-29,La Hacienda,37211,36.116506,-86.748037,4111 days
937,16-20274,ONSALES,2016-03-30,2016-04-18,Lemongrass Sushi & Thai,37221,36.074238,-86.921855,1930 days
938,18-25819,ONSALES,2018-12-27,2019-01-24,Holiday Inn Express Nashville Downtown,37203,36.158277,-86.783551,919 days
939,14-19843,ONSALES,2013-12-20,2014-01-09,Ninki Japanese Restaurant,37205,36.124009,-86.848936,2760 days
940,13-19827,ONSALES,2013-10-09,2013-11-22,Chuy's,37203,36.150815,-86.796686,2808 days
941,17-25296,ONSALES,2017-10-31,2017-11-16,NATIONS BAR & GRILL,37209,36.155819,-86.848764,1353 days
942,12-19636,ONSALES,2012-08-28,2012-12-06,Rodizio Grill - the Brazilian,37201,36.16387,-86.776434,3159 days
943,18-25806,ONSALES,2018-12-17,2019-04-25,Metro Diner #4302,37115,36.307726,-86.683945,828 days
944,12-19589,ONSALES,2012-09-20,2012-10-11,Gaylord Tennessee Lobby A,37214,36.211694,-86.697639,3215 days
945,14-19849,ONSALES,2013-10-22,2014-01-29,Pinewood Social,37210,36.158139,-86.768948,2740 days
946,94-00206,ONOFFSALES,1993-07-30,1994-02-01,Two Rivers Golf Course,37214,36.18845,-86.6749,10042 days
947,17-25080,ONSALES,2017-06-12,2017-10-16,CHILI'S GRILL & BAR #1583,37221,36.078266,-86.949559,1384 days
948,16-20310,ONSALES,2016-04-25,2016-07-28,Starwood Pizza,37013,36.034955,-86.607829,1829 days
949,15-20191,ONSALES,2015-03-23,2015-10-05,Zoe's Kitchen,37205,36.098298,-86.872295,2126 days
950,16-20226,ONSALES,2015-12-07,2016-01-28,El Marisco Grill LLC,37115,36.265756,-86.711051,2011 days
951,10-19054,ONSALES,2010-04-21,2010-06-24,Taco Mamacita,37212,36.142756,-86.791967,4055 days
952,18-25495,ONOFFSALES,2018-04-30,2018-07-26,THE LOADING DOCK,37203,36.132653,-86.774128,1101 days
953,12-19553,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Delta Mezzanine,37214,36.211694,-86.697639,3215 days
954,94-15686,ONSALES,1993-07-30,1994-02-01,The Station Inn,37203,36.152409,-86.784764,10042 days
955,14-19845,ONSALES,2013-12-26,2014-01-14,Village Pub & Beer Garden,37216,36.204525,-86.724952,2755 days
956,12-19432,ONSALES,2012-02-16,2012-03-08,Goten Japanese Steak House,37203,36.153109,-86.795789,3432 days
957,16-20295,ONSALES,2016-05-25,2016-06-09,La Parrilla,37214,36.151576,-86.675203,1878 days
958,16-20234,ONSALES,2016-01-27,2016-02-11,The Crying Wolf,37206,36.174851,-86.75687,1997 days
959,21-27226,ONSALES,2021-05-07,2021-06-10,BOTTLE CAP,37204,36.126018,-86.789284,51 days
960,20-26998,ONSALES,2020-12-09,2021-06-10,HAWKERS ASIAN STREET FARE,37206,36.174389,-86.761327,51 days
961,08-16429,ONSALES,2008-08-26,2008-11-05,Trader Joe's,37215,36.104675,-86.814701,4651 days
962,21-27097,ONSALES,2021-03-02,2021-04-08,rBAR CATERING,37210,36.157736,-86.747945,114 days
963,12-19566,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Lincoln B-E,37214,36.211694,-86.697639,3215 days
964,21-27200,ONOFFSALES,2021-04-26,2021-06-10,VAN GOGH'S WINE BAR,37206,36.17727,-86.748681,51 days
965,16-00995,ONOFFSALES,2015-12-29,2016-01-28,Pork Belly Cafe,37211,36.025562,-86.711761,2011 days
966,07-00812,ONOFFSALES,2007-01-29,2007-03-08,Residence Inn by Marriott,37214,36.153266,-86.68728,5259 days
967,12-19510,ONSALES,2012-06-25,2012-08-24,China Buffet,37209,36.151286,-86.853231,3263 days
968,13-19770,ONSALES,2013-05-21,2013-07-30,Chili's Grill & Bar,37214,36.203346,-86.694774,2923 days
969,18-25351,ONSALES,2018-01-26,2018-03-08,TAZIKI'S MEDITERRANEAN CAFE,37203,36.143964,-86.813881,1241 days
970,15-20088,ONSALES,2015-02-19,2015-04-17,Double Dogs,37212,36.13606,-86.800957,2297 days
971,17-25222,ONOFFSALES,2017-09-22,2017-10-12,TWIN KEGS,37211,36.111037,-86.746833,1388 days
972,18-25366,ONSALES,2018-02-07,2018-06-15,BURGERIM,37214,36.168686,-86.685596,1142 days
973,21-27037,ONSALES,2021-01-08,2021-04-08,YOSHI SUSHI & THAI,37013,36.045864,-86.674949,114 days
974,15-20087,ONSALES,2015-03-27,2015-04-16,Coco's Italian Market,37209,36.152755,-86.848605,2298 days
975,10-19155,ONSALES,2010-02-19,2010-03-11,Merchants Restaurant,37203,36.16095,-86.777386,4160 days
976,17-20403,ONSALES,2016-12-16,2017-01-12,The Hermitage Hotel,37219,36.163867,-86.78221,1661 days
977,10-19159,ONSALES,2010-02-25,2010-03-11,Smoky Mountain Sportservice,37203,36.160427,-86.778611,4160 days
978,07-18646,ONSALES,2007-02-15,2007-03-09,Las Palmas Mexican Restaurant,37027,35.998589,-86.692329,5258 days
979,17-25128,ONOFFSALES,2017-07-14,2017-08-10,HOME 2 SUITES NASHVILLE AIRPORT,37214,36.144029,-86.660193,1451 days
980,20-26900,ONSALES,2020-09-01,2021-04-08,THE CONTINENTAL,37203,36.157909,-86.784431,114 days
981,19-25881,SPECIAL,2019-02-15,2019-03-18,NASHVILLE INDEPENDENT POETRY FESTIVAL,37206,36.177064,-86.749944,866 days
982,02-17926,ONSALES,2002-06-11,2002-07-09,Mellow Mushroom,37203,36.147544,-86.799328,6962 days
983,17-25105,ONSALES,2017-06-29,2018-01-25,RAY STEVENS CABARAY SHOWROOM,37209,36.128582,-86.908289,1283 days
984,12-19631,ONSALES,2012-09-21,2012-11-28,M L Rose Pub 002,37209,36.152242,-86.840516,3167 days
985,03-18071,ONSALES,2003-07-15,2003-08-18,Cinco De Mayo,37076,36.172032,-86.601791,6557 days
986,13-19766,ONSALES,2013-07-02,2013-07-25,Courtyard by Marriott-Music Ci,37214,36.223019,-86.696783,2928 days
987,14-19921,ONSALES,2014-05-27,2014-06-12,Taqueria Del Sol,37204,36.126617,-86.78922,2606 days
988,11-19290,ONSALES,2011-03-24,2011-04-28,Moe's Southwest Grill,37203,36.146882,-86.808557,3747 days
989,03-18124,ONSALES,2002-12-04,2003-12-09,Veterans of Foreign Wars Post,37210,36.157345,-86.707912,6444 days
990,08-18804,ONSALES,2008-01-30,2008-02-14,Sbarro the Italian Eatery,37201,36.163061,-86.776499,4916 days
991,12-19534,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Canal,37214,36.211694,-86.697639,3215 days
992,18-25769,ONSALES,2018-11-09,2019-03-28,HILTON NASHVILLE GREEN HILLS,37215,36.109736,-86.817468,856 days
993,18-25446,ONSALES,2018-03-30,2018-06-14,TUSCULUM STRIKE & SPARE,37211,36.053,-86.714893,1143 days
994,13-19707,ONSALES,2013-02-22,2013-04-11,Blue Moon Waterfront Grille,37209,36.159594,-86.882274,3033 days
995,09-19034,ONSALES,2009-08-11,2009-08-31,Tribe & Suzy Wong's House of Y,37203,36.156923,-86.793638,4352 days
996,17-20481,ONSALES,2017-02-08,2017-04-20,The Cobra Nashville,37206,36.195444,-86.742867,1563 days
997,11-19317,ONSALES,2011-05-09,2011-05-26,"The 5 Spot, LLC",37206,36.178572,-86.750385,3719 days
998,10-19111,ONSALES,2010-01-14,2010-02-11,McNamara's Irish Pub and Rest.,37214,36.168597,-86.664693,4188 days
999,15-20144,ONSALES,2015-06-29,2015-07-23,Sheraton Music City Hotel,37214,36.144908,-86.684726,2200 days
1000,16-20229,ONSALES,2015-10-15,2016-01-29,Otaku Ramen,37203,36.150986,-86.783398,2010 days
1001,12-19591,ONSALES,2012-09-20,2012-10-11,Gaylord Hotel Washington A,37214,36.211694,-86.697639,3215 days
1002,17-25010,ONSALES,2017-05-16,2017-08-18,INCHIN BAMBOO GARDEN,37203,36.152891,-86.796205,1443 days
1003,18-25712,ONSALES,2018-10-02,2018-11-15,MEHARRY MEDICAL COLLEGE,37208,36.166503,-86.809053,989 days
1004,11-19345,ONSALES,2011-07-13,2011-08-22,The Blakeford at Green Hills,37215,36.093942,-86.820996,3631 days
1005,16-20395,ONSALES,2016-11-09,2016-12-30,Dick's Last Resort,37201,36.163518,-86.776222,1674 days
1006,16-20321,ONSALES,2016-07-20,2016-08-15,The Nashville Palace,37214,36.217198,-86.698251,1811 days
1007,13-19773,ONSALES,2013-04-24,2013-08-08,"Villalba Italian Restaurant, L",37217,36.039964,-86.742219,2914 days
1008,18-25439,ONSALES,2018-03-29,2018-09-13,Bobby Hotel Nashville,37219,36.164586,-86.779528,1052 days
1009,12-00928,ONOFFSALES,2012-08-28,2012-10-26,Whole Foods Market,37215,36.103342,-86.81611,3200 days
1010,18-25754,ONSALES,2018-10-30,2019-02-25,STORMING CRAB III,37115,36.303566,-86.690645,887 days
1011,21-27225,ONSALES,2021-05-06,2021-06-10,BUTCHER & BEE EAST NASHVILLE,37206,36.17606,-86.756971,51 days
1012,18-25389,ONOFFSALES,2018-02-20,2018-05-25,SEDONA TAPHOUSE,37208,36.175699,-86.785074,1163 days
1013,18-25403,ONSALES,2018-03-01,2018-09-10,OLE RED NASHVILLE,37201,36.161505,-86.776123,1055 days
1014,19-25957,ONSALES,2019-03-28,2019-04-25,PEMROSE,37203,36.153586,-86.785517,828 days
1015,18-25381,ONSALES,2018-02-14,2018-03-08,HOMEWOOD SUITES BY HILTON NASH-DWNTWN,37203,36.161909,-86.783071,1241 days
1016,94-16285,ONSALES,1993-06-24,1994-02-01,Chili's Grill & Bar,37203,36.147985,-86.806263,10042 days
1017,13-19756,ONSALES,2013-05-30,2013-07-11,Puckett's 5th and Church,37219,36.163061,-86.780401,2942 days
1018,17-25111,ONSALES,2017-07-05,2017-07-05,EDLEY'S BAR-B-QUE SYLVAN PARK,37209,36.141395,-86.840382,1487 days
1019,18-25436,ONSALES,2018-03-26,2019-03-28,MARSH HOUSE / LA JACKSON,37203,36.152237,-86.78392,856 days
1020,18-25748,ONSALES,2018-10-26,2019-02-28,BRIA BISTRO,37221,36.0443,-86.957157,884 days
1021,14-19874,ONSALES,2014-02-13,2014-04-17,Nashboro Golf Club,37217,36.089705,-86.639993,2662 days
1022,09-18954,ONSALES,2009-01-06,2009-01-30,Bret's Basement Lounge,37211,36.10112,-86.740232,4565 days
1023,18-25695,ONOFFSALES,2018-09-19,2018-10-25,THE BEER JOINT,37207,36.225987,-86.760772,1010 days
1024,10-19096,ONSALES,2010-09-30,2010-10-14,Hilton Garden Inn Nashville,37203,36.152257,-86.795086,3943 days
1025,17-20417,ONSALES,2017-01-24,2017-02-09,Chaffin's Barn,37221,36.043011,-86.95985,1633 days
1026,94-16189,ONSALES,1993-06-24,1994-02-01,Delta Sky Club,37214,36.131602,-86.668735,10042 days
1027,18-25686,ONSALES,2018-09-11,2019-03-28,FULL MOON INC.,37076,36.191039,-86.625416,856 days
1028,16-20385,ONSALES,2016-11-29,2016-12-15,Shipwreck Cove,37214,36.131741,-86.62905,1689 days
1029,13-19779,ONSALES,2013-08-01,2013-08-29,Bombay Palace,37203,36.144226,-86.813578,2893 days
1030,18-25466,ONSALES,2018-04-11,2018-06-14,NASHVILLE MARRIOTT AT VANDERBILT UNIVERSITY,37203,36.146293,-86.809808,1143 days
1031,12-19461,ONSALES,2012-03-13,2012-05-21,Claim Jumper Restaurant,37214,36.205797,-86.693058,3358 days
1032,18-25348,ONSALES,2018-01-26,2018-03-01,DADDY'S DOGS,37209,36.163984,-86.851978,1248 days
1033,05-18356,ONSALES,2005-06-14,2005-07-15,Radisson Hotel Nashville Airpo,37214,36.143438,-86.664265,5860 days
1034,17-25124,ONSALES,2017-07-12,2017-11-15,PENINSULA,37206,36.183691,-86.749833,1354 days
1035,18-25499,ONSALES,2018-05-04,2018-12-06,BABO,37216,36.195574,-86.723334,968 days
1036,09-19129,ONSALES,2009-10-22,2009-12-04,Chipotle Mexican Grill,37215,36.105843,-86.813849,4257 days
1037,15-20168,ONSALES,2015-08-06,2015-08-27,Tacos Y Mariscos El Tapatio,37211,36.066324,-86.717763,2165 days
1038,05-18402,ONSALES,2005-09-14,2005-10-21,Maggiano's Little Italy,37203,36.144056,-86.817756,5762 days
1039,11-19359,ONSALES,2011-08-08,2011-09-16,Chipotle Mexican Grill,37203,36.147229,-86.799368,3606 days
1040,08-18857,ONSALES,2008-05-29,2008-06-12,Corky's Bar-B-Q,37027,36.036741,-86.786797,4797 days
1041,11-19271,ONSALES,2010-11-19,2011-03-24,No. 308,37206,36.180966,-86.749562,3782 days
1042,15-20115,ONSALES,2015-05-21,2015-06-11,"Red Door Saloon, LLC East",37206,36.178537,-86.750046,2242 days
1043,16-20313,ONSALES,2016-05-04,2016-07-28,Burger Up,37206,36.176704,-86.752054,1829 days
1044,17-25172,ONSALES,2017-08-18,2017-09-28,VON ELROD'S BEER GARDEN AND SAUSAGE HOUSE,37219,36.173621,-86.785379,1402 days
1045,03-18054,ONSALES,2003-05-28,2003-07-11,Tex's Bar-B-Q,37210,36.140564,-86.740693,6595 days
1046,17-10378,ONSALES,2015-12-22,2017-08-25,The Valentine,37201,36.161284,-86.776631,1436 days
1047,18-25432,ONOFFSALES,2018-03-22,2018-04-27,WILBURN STREET TAVERN,37207,36.18567,-86.767708,1191 days
1048,04-18267,ONSALES,2004-11-03,2004-12-02,Brewhouse West,37209,36.127224,-86.908123,6085 days
1049,18-25534,ONSALES,2018-05-24,2018-12-19,TEQUILA COWBOY AND WANNA B'S KARAOKE BAR,37201,36.161451,-86.776242,955 days
1050,18-25412,ONSALES,2018-03-08,2018-04-12,TAQUERIA Y BIRRIERIA ARANDAS,37217,36.093669,-86.652773,1206 days
1051,17-25272,ONOFFSALES,2017-10-09,2017-12-07,NASHVILLE MUSIC CITY CENTER,37203,36.15751,-86.7765,1332 days
1052,14-00964,ONOFFSALES,2014-05-13,2014-07-31,Climb Nashville West,37209,36.152725,-86.828186,2557 days
1053,13-19760,ONSALES,2013-05-23,2013-07-11,Jack Cawthon's Bar-B-Que,37203,36.159623,-86.796191,2942 days
1054,11-19351,ONSALES,2011-05-18,2011-08-25,Jet's Pizza,37027,35.996646,-86.690102,3628 days
1055,21-27157,ONSALES,2021-04-09,2021-06-10,SUNDA NEW ASIAN,37203,36.151897,-86.784208,51 days
1056,09-18959,ONSALES,2009-01-23,2009-02-12,Aladdin's Hookah Lounge & Bar,37203,36.151339,-86.804098,4552 days
